Intervening at layer 0: inputs([(0, 12, 0)]) = avg_activations[(0, 0, 8)]
Intervening at layer 3: inputs([(0, 12, 2)]) = avg_activations[(3, 2, 8)]
Intervening at layer 3: inputs([(0, 12, 3)]) = avg_activations[(3, 3, 8)]
Intervening at layer 3: inputs([(0, 12, 4)]) = avg_activations[(3, 4, 8)]
Intervening at layer 3: inputs([(0, 12, 5)]) = avg_activations[(3, 5, 8)]
Intervening at layer 3: inputs([(0, 12, 6)]) = avg_activations[(3, 6, 8)]
Intervening at layer 3: inputs([(0, 12, 7)]) = avg_activations[(3, 7, 8)]
Intervening at layer 3: inputs([(0, 12, 8)]) = avg_activations[(3, 8, 8)]
Intervening at layer 3: inputs([(0, 12, 9)]) = avg_activations[(3, 9, 8)]
Intervening at layer 3: inputs([(0, 12, 10)]) = avg_activations[(3, 10, 8)]
Intervening at layer 3: inputs([(0, 12, 11)]) = avg_activations[(3, 11, 8)]
Intervening at layer 3: inputs([(0, 12, 12)]) = avg_activations[(3, 12, 8)]
Intervening at layer 3: inputs([(0, 12, 13)]) = avg_activations[(3, 13, 8)]
Intervening at layer 3: inputs([(0, 12, 14)]) = avg_activations[(3, 14, 8)]
Intervening at layer 3: inputs([(0, 12, 15)]) = avg_activations[(3, 15, 8)]
Intervening at layer 3: inputs([(0, 12, 16)]) = avg_activations[(3, 16, 8)]
Intervening at layer 3: inputs([(0, 12, 17)]) = avg_activations[(3, 17, 8)]
Intervening at layer 3: inputs([(0, 12, 18)]) = avg_activations[(3, 18, 8)]
Intervening at layer 3: inputs([(0, 12, 19)]) = avg_activations[(3, 19, 8)]
Intervening at layer 3: inputs([(0, 12, 20)]) = avg_activations[(3, 20, 8)]
Intervening at layer 3: inputs([(0, 12, 21)]) = avg_activations[(3, 21, 8)]
Intervening at layer 3: inputs([(0, 12, 22)]) = avg_activations[(3, 22, 8)]
Intervening at layer 3: inputs([(0, 12, 23)]) = avg_activations[(3, 23, 8)]
Intervening at layer 3: inputs([(0, 12, 24)]) = avg_activations[(3, 24, 8)]
Intervening at layer 3: inputs([(0, 12, 25)]) = avg_activations[(3, 25, 8)]
Intervening at layer 3: inputs([(0, 12, 26)]) = avg_activations[(3, 26, 8)]
Intervening at layer 3: inputs([(0, 12, 27)]) = avg_activations[(3, 27, 8)]
Intervening at layer 3: inputs([(0, 12, 28)]) = avg_activations[(3, 28, 8)]
Intervening at layer 3: inputs([(0, 12, 29)]) = avg_activations[(3, 29, 8)]
Intervening at layer 3: inputs([(0, 12, 30)]) = avg_activations[(3, 30, 8)]
Intervening at layer 3: inputs([(0, 12, 31)]) = avg_activations[(3, 31, 8)]
Intervening at layer 4: inputs([(0, 12, 0)]) = avg_activations[(4, 0, 8)]
Intervening at layer 4: inputs([(0, 12, 1)]) = avg_activations[(4, 1, 8)]
Intervening at layer 4: inputs([(0, 12, 2)]) = avg_activations[(4, 2, 8)]
Intervening at layer 4: inputs([(0, 12, 3)]) = avg_activations[(4, 3, 8)]
Intervening at layer 4: inputs([(0, 12, 4)]) = avg_activations[(4, 4, 8)]
Intervening at layer 4: inputs([(0, 12, 5)]) = avg_activations[(4, 5, 8)]
Intervening at layer 4: inputs([(0, 12, 6)]) = avg_activations[(4, 6, 8)]
Intervening at layer 4: inputs([(0, 12, 7)]) = avg_activations[(4, 7, 8)]
Intervening at layer 4: inputs([(0, 12, 8)]) = avg_activations[(4, 8, 8)]
Intervening at layer 4: inputs([(0, 12, 9)]) = avg_activations[(4, 9, 8)]
Intervening at layer 4: inputs([(0, 12, 10)]) = avg_activations[(4, 10, 8)]
Intervening at layer 4: inputs([(0, 12, 11)]) = avg_activations[(4, 11, 8)]
Intervening at layer 4: inputs([(0, 12, 12)]) = avg_activations[(4, 12, 8)]
Intervening at layer 4: inputs([(0, 12, 13)]) = avg_activations[(4, 13, 8)]
Intervening at layer 4: inputs([(0, 12, 14)]) = avg_activations[(4, 14, 8)]
Intervening at layer 4: inputs([(0, 12, 15)]) = avg_activations[(4, 15, 8)]
Intervening at layer 4: inputs([(0, 12, 16)]) = avg_activations[(4, 16, 8)]
Intervening at layer 4: inputs([(0, 12, 17)]) = avg_activations[(4, 17, 8)]
Intervening at layer 4: inputs([(0, 12, 18)]) = avg_activations[(4, 18, 8)]
Intervening at layer 4: inputs([(0, 12, 19)]) = avg_activations[(4, 19, 8)]
Intervening at layer 4: inputs([(0, 12, 20)]) = avg_activations[(4, 20, 8)]
Intervening at layer 4: inputs([(0, 12, 21)]) = avg_activations[(4, 21, 8)]
Intervening at layer 4: inputs([(0, 12, 22)]) = avg_activations[(4, 22, 8)]
Intervening at layer 4: inputs([(0, 12, 23)]) = avg_activations[(4, 23, 8)]
Intervening at layer 4: inputs([(0, 12, 24)]) = avg_activations[(4, 24, 8)]
Intervening at layer 4: inputs([(0, 12, 25)]) = avg_activations[(4, 25, 8)]
Intervening at layer 4: inputs([(0, 12, 26)]) = avg_activations[(4, 26, 8)]
Intervening at layer 4: inputs([(0, 12, 27)]) = avg_activations[(4, 27, 8)]
Intervening at layer 4: inputs([(0, 12, 28)]) = avg_activations[(4, 28, 8)]
Intervening at layer 4: inputs([(0, 12, 29)]) = avg_activations[(4, 29, 8)]
Intervening at layer 4: inputs([(0, 12, 30)]) = avg_activations[(4, 30, 8)]
Intervening at layer 4: inputs([(0, 12, 31)]) = avg_activations[(4, 31, 8)]
Intervening at layer 5: inputs([(0, 12, 0)]) = avg_activations[(5, 0, 8)]
Intervening at layer 5: inputs([(0, 12, 1)]) = avg_activations[(5, 1, 8)]
Intervening at layer 5: inputs([(0, 12, 2)]) = avg_activations[(5, 2, 8)]
Intervening at layer 5: inputs([(0, 12, 3)]) = avg_activations[(5, 3, 8)]
Intervening at layer 5: inputs([(0, 12, 4)]) = avg_activations[(5, 4, 8)]
Intervening at layer 5: inputs([(0, 12, 5)]) = avg_activations[(5, 5, 8)]
Intervening at layer 5: inputs([(0, 12, 6)]) = avg_activations[(5, 6, 8)]
Intervening at layer 5: inputs([(0, 12, 7)]) = avg_activations[(5, 7, 8)]
Intervening at layer 5: inputs([(0, 12, 8)]) = avg_activations[(5, 8, 8)]
Intervening at layer 5: inputs([(0, 12, 9)]) = avg_activations[(5, 9, 8)]
Intervening at layer 5: inputs([(0, 12, 10)]) = avg_activations[(5, 10, 8)]
Intervening at layer 5: inputs([(0, 12, 11)]) = avg_activations[(5, 11, 8)]
Intervening at layer 5: inputs([(0, 12, 12)]) = avg_activations[(5, 12, 8)]
Intervening at layer 5: inputs([(0, 12, 13)]) = avg_activations[(5, 13, 8)]
Intervening at layer 5: inputs([(0, 12, 14)]) = avg_activations[(5, 14, 8)]
Intervening at layer 5: inputs([(0, 12, 15)]) = avg_activations[(5, 15, 8)]
Intervening at layer 5: inputs([(0, 12, 16)]) = avg_activations[(5, 16, 8)]
Intervening at layer 5: inputs([(0, 12, 17)]) = avg_activations[(5, 17, 8)]
Intervening at layer 5: inputs([(0, 12, 18)]) = avg_activations[(5, 18, 8)]
Intervening at layer 5: inputs([(0, 12, 19)]) = avg_activations[(5, 19, 8)]
Intervening at layer 5: inputs([(0, 12, 20)]) = avg_activations[(5, 20, 8)]
Intervening at layer 5: inputs([(0, 12, 21)]) = avg_activations[(5, 21, 8)]
Intervening at layer 5: inputs([(0, 12, 22)]) = avg_activations[(5, 22, 8)]
Intervening at layer 5: inputs([(0, 12, 23)]) = avg_activations[(5, 23, 8)]
Intervening at layer 5: inputs([(0, 12, 24)]) = avg_activations[(5, 24, 8)]
Intervening at layer 5: inputs([(0, 12, 25)]) = avg_activations[(5, 25, 8)]
Intervening at layer 5: inputs([(0, 12, 26)]) = avg_activations[(5, 26, 8)]
Intervening at layer 5: inputs([(0, 12, 27)]) = avg_activations[(5, 27, 8)]
Intervening at layer 5: inputs([(0, 12, 28)]) = avg_activations[(5, 28, 8)]
Intervening at layer 5: inputs([(0, 12, 29)]) = avg_activations[(5, 29, 8)]
Intervening at layer 5: inputs([(0, 12, 30)]) = avg_activations[(5, 30, 8)]
Intervening at layer 5: inputs([(0, 12, 31)]) = avg_activations[(5, 31, 8)]
Intervening at layer 6: inputs([(0, 12, 0)]) = avg_activations[(6, 0, 8)]
Intervening at layer 6: inputs([(0, 12, 1)]) = avg_activations[(6, 1, 8)]
Intervening at layer 6: inputs([(0, 12, 2)]) = avg_activations[(6, 2, 8)]
Intervening at layer 6: inputs([(0, 12, 3)]) = avg_activations[(6, 3, 8)]
Intervening at layer 6: inputs([(0, 12, 4)]) = avg_activations[(6, 4, 8)]
Intervening at layer 6: inputs([(0, 12, 5)]) = avg_activations[(6, 5, 8)]
Intervening at layer 6: inputs([(0, 12, 6)]) = avg_activations[(6, 6, 8)]
Intervening at layer 6: inputs([(0, 12, 7)]) = avg_activations[(6, 7, 8)]
Intervening at layer 6: inputs([(0, 12, 8)]) = avg_activations[(6, 8, 8)]
Intervening at layer 6: inputs([(0, 12, 9)]) = avg_activations[(6, 9, 8)]
Intervening at layer 6: inputs([(0, 12, 10)]) = avg_activations[(6, 10, 8)]
Intervening at layer 6: inputs([(0, 12, 11)]) = avg_activations[(6, 11, 8)]
Intervening at layer 6: inputs([(0, 12, 12)]) = avg_activations[(6, 12, 8)]
Intervening at layer 6: inputs([(0, 12, 13)]) = avg_activations[(6, 13, 8)]
Intervening at layer 6: inputs([(0, 12, 14)]) = avg_activations[(6, 14, 8)]
Intervening at layer 6: inputs([(0, 12, 15)]) = avg_activations[(6, 15, 8)]
Intervening at layer 6: inputs([(0, 12, 16)]) = avg_activations[(6, 16, 8)]
Intervening at layer 6: inputs([(0, 12, 17)]) = avg_activations[(6, 17, 8)]
Intervening at layer 6: inputs([(0, 12, 18)]) = avg_activations[(6, 18, 8)]
Intervening at layer 6: inputs([(0, 12, 19)]) = avg_activations[(6, 19, 8)]
Intervening at layer 6: inputs([(0, 12, 20)]) = avg_activations[(6, 20, 8)]
Intervening at layer 6: inputs([(0, 12, 21)]) = avg_activations[(6, 21, 8)]
Intervening at layer 6: inputs([(0, 12, 22)]) = avg_activations[(6, 22, 8)]
Intervening at layer 6: inputs([(0, 12, 23)]) = avg_activations[(6, 23, 8)]
Intervening at layer 6: inputs([(0, 12, 24)]) = avg_activations[(6, 24, 8)]
Intervening at layer 6: inputs([(0, 12, 25)]) = avg_activations[(6, 25, 8)]
Intervening at layer 6: inputs([(0, 12, 26)]) = avg_activations[(6, 26, 8)]
Intervening at layer 6: inputs([(0, 12, 27)]) = avg_activations[(6, 27, 8)]
Intervening at layer 6: inputs([(0, 12, 28)]) = avg_activations[(6, 28, 8)]
Intervening at layer 6: inputs([(0, 12, 29)]) = avg_activations[(6, 29, 8)]
Intervening at layer 6: inputs([(0, 12, 30)]) = avg_activations[(6, 30, 8)]
Intervening at layer 6: inputs([(0, 12, 31)]) = avg_activations[(6, 31, 8)]
Intervening at layer 7: inputs([(0, 12, 0)]) = avg_activations[(7, 0, 8)]
Intervening at layer 7: inputs([(0, 12, 1)]) = avg_activations[(7, 1, 8)]
Intervening at layer 7: inputs([(0, 12, 2)]) = avg_activations[(7, 2, 8)]
Intervening at layer 7: inputs([(0, 12, 3)]) = avg_activations[(7, 3, 8)]
Intervening at layer 7: inputs([(0, 12, 4)]) = avg_activations[(7, 4, 8)]
Intervening at layer 7: inputs([(0, 12, 5)]) = avg_activations[(7, 5, 8)]
Intervening at layer 7: inputs([(0, 12, 6)]) = avg_activations[(7, 6, 8)]
Intervening at layer 7: inputs([(0, 12, 7)]) = avg_activations[(7, 7, 8)]
Intervening at layer 7: inputs([(0, 12, 8)]) = avg_activations[(7, 8, 8)]
Intervening at layer 7: inputs([(0, 12, 9)]) = avg_activations[(7, 9, 8)]
Intervening at layer 7: inputs([(0, 12, 10)]) = avg_activations[(7, 10, 8)]
Intervening at layer 7: inputs([(0, 12, 11)]) = avg_activations[(7, 11, 8)]
Intervening at layer 7: inputs([(0, 12, 12)]) = avg_activations[(7, 12, 8)]
Intervening at layer 7: inputs([(0, 12, 13)]) = avg_activations[(7, 13, 8)]
Intervening at layer 7: inputs([(0, 12, 14)]) = avg_activations[(7, 14, 8)]
Intervening at layer 7: inputs([(0, 12, 15)]) = avg_activations[(7, 15, 8)]
Intervening at layer 7: inputs([(0, 12, 16)]) = avg_activations[(7, 16, 8)]
Intervening at layer 7: inputs([(0, 12, 17)]) = avg_activations[(7, 17, 8)]
Intervening at layer 7: inputs([(0, 12, 18)]) = avg_activations[(7, 18, 8)]
Intervening at layer 7: inputs([(0, 12, 19)]) = avg_activations[(7, 19, 8)]
Intervening at layer 7: inputs([(0, 12, 20)]) = avg_activations[(7, 20, 8)]
Intervening at layer 7: inputs([(0, 12, 21)]) = avg_activations[(7, 21, 8)]
Intervening at layer 7: inputs([(0, 12, 22)]) = avg_activations[(7, 22, 8)]
Intervening at layer 7: inputs([(0, 12, 23)]) = avg_activations[(7, 23, 8)]
Intervening at layer 7: inputs([(0, 12, 24)]) = avg_activations[(7, 24, 8)]
Intervening at layer 7: inputs([(0, 12, 25)]) = avg_activations[(7, 25, 8)]
Intervening at layer 7: inputs([(0, 12, 26)]) = avg_activations[(7, 26, 8)]
Intervening at layer 7: inputs([(0, 12, 27)]) = avg_activations[(7, 27, 8)]
Intervening at layer 7: inputs([(0, 12, 28)]) = avg_activations[(7, 28, 8)]
Intervening at layer 7: inputs([(0, 12, 29)]) = avg_activations[(7, 29, 8)]
Intervening at layer 7: inputs([(0, 12, 30)]) = avg_activations[(7, 30, 8)]
Intervening at layer 7: inputs([(0, 12, 31)]) = avg_activations[(7, 31, 8)]
Intervening at layer 8: inputs([(0, 12, 0)]) = avg_activations[(8, 0, 8)]
Intervening at layer 8: inputs([(0, 12, 1)]) = avg_activations[(8, 1, 8)]
Intervening at layer 8: inputs([(0, 12, 2)]) = avg_activations[(8, 2, 8)]
Intervening at layer 8: inputs([(0, 12, 3)]) = avg_activations[(8, 3, 8)]
Intervening at layer 8: inputs([(0, 12, 4)]) = avg_activations[(8, 4, 8)]
Intervening at layer 8: inputs([(0, 12, 5)]) = avg_activations[(8, 5, 8)]
Intervening at layer 8: inputs([(0, 12, 6)]) = avg_activations[(8, 6, 8)]
Intervening at layer 8: inputs([(0, 12, 7)]) = avg_activations[(8, 7, 8)]
Intervening at layer 8: inputs([(0, 12, 8)]) = avg_activations[(8, 8, 8)]
Intervening at layer 8: inputs([(0, 12, 9)]) = avg_activations[(8, 9, 8)]
Intervening at layer 8: inputs([(0, 12, 10)]) = avg_activations[(8, 10, 8)]
Intervening at layer 8: inputs([(0, 12, 11)]) = avg_activations[(8, 11, 8)]
Intervening at layer 8: inputs([(0, 12, 12)]) = avg_activations[(8, 12, 8)]
Intervening at layer 8: inputs([(0, 12, 13)]) = avg_activations[(8, 13, 8)]
Intervening at layer 8: inputs([(0, 12, 14)]) = avg_activations[(8, 14, 8)]
Intervening at layer 8: inputs([(0, 12, 15)]) = avg_activations[(8, 15, 8)]
Intervening at layer 8: inputs([(0, 12, 16)]) = avg_activations[(8, 16, 8)]
Intervening at layer 8: inputs([(0, 12, 17)]) = avg_activations[(8, 17, 8)]
Intervening at layer 8: inputs([(0, 12, 18)]) = avg_activations[(8, 18, 8)]
Intervening at layer 8: inputs([(0, 12, 19)]) = avg_activations[(8, 19, 8)]
Intervening at layer 8: inputs([(0, 12, 20)]) = avg_activations[(8, 20, 8)]
Intervening at layer 8: inputs([(0, 12, 21)]) = avg_activations[(8, 21, 8)]
Intervening at layer 8: inputs([(0, 12, 22)]) = avg_activations[(8, 22, 8)]
Intervening at layer 8: inputs([(0, 12, 23)]) = avg_activations[(8, 23, 8)]
Intervening at layer 8: inputs([(0, 12, 24)]) = avg_activations[(8, 24, 8)]
Intervening at layer 8: inputs([(0, 12, 25)]) = avg_activations[(8, 25, 8)]
Intervening at layer 8: inputs([(0, 12, 26)]) = avg_activations[(8, 26, 8)]
Intervening at layer 8: inputs([(0, 12, 27)]) = avg_activations[(8, 27, 8)]
Intervening at layer 8: inputs([(0, 12, 28)]) = avg_activations[(8, 28, 8)]
Intervening at layer 8: inputs([(0, 12, 29)]) = avg_activations[(8, 29, 8)]
Intervening at layer 8: inputs([(0, 12, 30)]) = avg_activations[(8, 30, 8)]
Intervening at layer 8: inputs([(0, 12, 31)]) = avg_activations[(8, 31, 8)]
Intervening at layer 9: inputs([(0, 12, 0)]) = avg_activations[(9, 0, 8)]
Intervening at layer 9: inputs([(0, 12, 1)]) = avg_activations[(9, 1, 8)]
Intervening at layer 9: inputs([(0, 12, 2)]) = avg_activations[(9, 2, 8)]
Intervening at layer 9: inputs([(0, 12, 3)]) = avg_activations[(9, 3, 8)]
Intervening at layer 9: inputs([(0, 12, 4)]) = avg_activations[(9, 4, 8)]
Intervening at layer 9: inputs([(0, 12, 5)]) = avg_activations[(9, 5, 8)]
Intervening at layer 9: inputs([(0, 12, 6)]) = avg_activations[(9, 6, 8)]
Intervening at layer 9: inputs([(0, 12, 7)]) = avg_activations[(9, 7, 8)]
Intervening at layer 9: inputs([(0, 12, 8)]) = avg_activations[(9, 8, 8)]
Intervening at layer 9: inputs([(0, 12, 9)]) = avg_activations[(9, 9, 8)]
Intervening at layer 9: inputs([(0, 12, 10)]) = avg_activations[(9, 10, 8)]
Intervening at layer 9: inputs([(0, 12, 11)]) = avg_activations[(9, 11, 8)]
Intervening at layer 9: inputs([(0, 12, 12)]) = avg_activations[(9, 12, 8)]
Intervening at layer 9: inputs([(0, 12, 13)]) = avg_activations[(9, 13, 8)]
Intervening at layer 9: inputs([(0, 12, 14)]) = avg_activations[(9, 14, 8)]
Intervening at layer 9: inputs([(0, 12, 15)]) = avg_activations[(9, 15, 8)]
Intervening at layer 9: inputs([(0, 12, 16)]) = avg_activations[(9, 16, 8)]
Intervening at layer 9: inputs([(0, 12, 17)]) = avg_activations[(9, 17, 8)]
Intervening at layer 9: inputs([(0, 12, 18)]) = avg_activations[(9, 18, 8)]
Intervening at layer 9: inputs([(0, 12, 19)]) = avg_activations[(9, 19, 8)]
Intervening at layer 9: inputs([(0, 12, 20)]) = avg_activations[(9, 20, 8)]
Intervening at layer 9: inputs([(0, 12, 21)]) = avg_activations[(9, 21, 8)]
Intervening at layer 9: inputs([(0, 12, 22)]) = avg_activations[(9, 22, 8)]
Intervening at layer 9: inputs([(0, 12, 23)]) = avg_activations[(9, 23, 8)]
Intervening at layer 9: inputs([(0, 12, 24)]) = avg_activations[(9, 24, 8)]
Intervening at layer 9: inputs([(0, 12, 25)]) = avg_activations[(9, 25, 8)]
Intervening at layer 9: inputs([(0, 12, 26)]) = avg_activations[(9, 26, 8)]
Intervening at layer 9: inputs([(0, 12, 27)]) = avg_activations[(9, 27, 8)]
Intervening at layer 9: inputs([(0, 12, 28)]) = avg_activations[(9, 28, 8)]
Intervening at layer 9: inputs([(0, 12, 29)]) = avg_activations[(9, 29, 8)]
Intervening at layer 9: inputs([(0, 12, 30)]) = avg_activations[(9, 30, 8)]
Intervening at layer 9: inputs([(0, 12, 31)]) = avg_activations[(9, 31, 8)]
Intervening at layer 10: inputs([(0, 12, 0)]) = avg_activations[(10, 0, 8)]
Intervening at layer 10: inputs([(0, 12, 1)]) = avg_activations[(10, 1, 8)]
Intervening at layer 10: inputs([(0, 12, 2)]) = avg_activations[(10, 2, 8)]
Intervening at layer 10: inputs([(0, 12, 3)]) = avg_activations[(10, 3, 8)]
